id_colab,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,promotion_last_5years,job,salary,left,satisfaction_type,eval_class,hours_class,promo_eval,project_hours
7383,0.54,0.71,5.0,253,2,1,False,support,high,0,Moyen,bon,warning,0.71,258.0
7384,0.77,0.98,3.0,273,3,0,False,support,high,0,Satisfait,bon,warning,0.98,276.0
7391,0.95,0.57,3.0,238,3,0,False,IT,low,0,Satisfait,moyennement bon,warning,0.57,241.0
7392,0.65,0.9,3.0,241,3,0,False,IT,low,0,Satisfait,bon,warning,0.9,244.0
7395,0.88,0.55,4.0,205,4,0,False,product_mng,low,0,Satisfait,moyennement bon,warning,0.55,209.0
7397,0.53,0.61,4.0,198,2,0,False,product_mng,low,0,Moyen,bon,acceptable,0.61,202.0
7398,0.63,0.64,4.0,178,3,0,False,product_mng,low,0,Satisfait,bon,acceptable,0.64,182.0
7399,0.96,0.76,4.0,158,3,0,False,IT,low,0,Satisfait,bon,acceptable,0.76,162.0
7400,0.7,0.73,3.0,194,2,0,False,RandD,low,0,Satisfait,bon,acceptable,0.73,197.0
7402,0.94,0.8,4.0,228,2,0,False,RandD,low,0,Satisfait,bon,warning,0.8,232.0
7403,0.82,0.58,5.0,227,3,0,False,RandD,low,0,Satisfait,moyennement bon,warning,0.58,232.0
7404,0.44,0.63,3.0,162,2,0,False,RandD,low,0,Moyen,bon,acceptable,0.63,165.0
7405,0.58,0.9,5.0,257,3,0,False,marketing,medium,0,Moyen,bon,warning,0.9,262.0
7406,0.55,0.97,2.0,140,2,0,False,sales,medium,0,Moyen,bon,acceptable,0.97,142.0
7407,0.92,0.84,3.0,164,2,0,False,accounting,medium,0,Satisfait,bon,acceptable,0.84,167.0
7408,0.91,0.59,4.0,177,4,0,False,support,medium,0,Satisfait,moyennement bon,acceptable,0.59,181.0
7409,0.69,0.61,4.0,260,4,0,False,technical,medium,0,Satisfait,bon,warning,0.61,264.0
7410,0.23,0.7,4.0,233,2,0,False,management,medium,0,Pas satisfait,bon,warning,0.7,237.0
7412,0.51,0.6,4.0,140,3,0,False,marketing,medium,0,Moyen,bon,acceptable,0.6,144.0
7414,0.65,0.67,3.0,245,3,0,False,sales,medium,0,Satisfait,bon,warning,0.67,248.0
7415,0.64,0.48,2.0,157,2,0,False,sales,medium,0,Satisfait,moyennement bon,acceptable,0.48,159.0
7416,0.77,0.49,3.0,265,3,0,False,sales,medium,0,Satisfait,moyennement bon,warning,0.49,268.0
7417,0.71,0.79,4.0,261,3,0,False,sales,high,0,Satisfait,bon,warning,0.79,265.0
7418,0.2,0.38,6.0,212,6,0,False,sales,high,0,Pas satisfait,mauvais,warning,0.38,218.0
7419,0.99,0.57,4.0,216,3,0,False,sales,high,0,Satisfait,moyennement bon,warning,0.57,220.0
7422,0.97,0.5,4.0,216,2,0,False,sales,high,0,Satisfait,moyennement bon,warning,0.5,220.0
7423,0.89,0.53,4.0,208,3,0,False,sales,high,0,Satisfait,moyennement bon,warning,0.53,212.0
7424,0.97,0.7,4.0,218,2,0,False,sales,high,0,Satisfait,bon,warning,0.7,222.0
7425,0.23,0.99,5.0,176,4,1,False,sales,low,0,Pas satisfait,bon,acceptable,0.99,181.0
7426,0.6,0.75,4.0,144,2,0,False,sales,low,0,Moyen,bon,acceptable,0.75,148.0
7430,0.76,0.58,3.0,262,2,0,False,sales,low,0,Satisfait,moyennement bon,warning,0.58,265.0
7431,0.79,0.77,6.0,233,6,0,False,sales,low,0,Satisfait,bon,warning,0.77,239.0
7433,1.0,0.97,5.0,141,2,0,False,accounting,medium,0,Satisfait,bon,acceptable,0.97,146.0
7434,0.2,0.8,6.0,251,5,0,False,accounting,medium,0,Pas satisfait,bon,warning,0.8,257.0
7435,0.57,0.62,5.0,141,3,0,False,accounting,medium,0,Moyen,bon,acceptable,0.62,146.0
7436,0.23,0.46,4.0,274,5,1,False,hr,medium,0,Pas satisfait,moyennement bon,warning,0.46,278.0
7438,0.98,0.8,3.0,166,2,0,False,hr,medium,0,Satisfait,bon,acceptable,0.8,169.0
7439,0.52,0.7,4.0,219,3,0,False,hr,medium,0,Moyen,bon,warning,0.7,223.0
7440,0.96,0.61,4.0,158,6,0,False,technical,medium,0,Satisfait,bon,acceptable,0.61,162.0
7441,0.69,0.64,4.0,190,4,0,False,technical,medium,0,Satisfait,bon,acceptable,0.64,194.0
7442,0.92,0.77,5.0,191,2,0,False,technical,medium,0,Satisfait,bon,acceptable,0.77,196.0
7443,0.91,0.43,4.0,117,5,1,False,technical,medium,0,Satisfait,moyennement bon,acceptable,0.43,121.0
7444,0.85,0.96,4.0,240,6,0,False,technical,medium,0,Satisfait,bon,warning,0.96,244.0
7445,0.91,0.77,4.0,239,2,0,False,technical,medium,0,Satisfait,bon,warning,0.77,243.0
7446,0.79,0.55,4.0,145,3,0,False,technical,medium,0,Satisfait,moyennement bon,acceptable,0.55,149.0
7448,0.73,0.72,3.0,166,3,0,False,technical,medium,0,Satisfait,bon,acceptable,0.72,169.0
7449,0.55,0.98,4.0,137,2,0,False,technical,medium,0,Moyen,bon,acceptable,0.98,141.0
7450,0.79,0.97,5.0,208,4,1,False,technical,medium,0,Satisfait,bon,warning,0.97,213.0
7452,0.7,0.6,3.0,267,3,0,False,support,medium,0,Satisfait,bon,warning,0.6,270.0
7453,0.74,0.56,3.0,125,6,0,False,support,medium,0,Satisfait,moyennement bon,acceptable,0.56,128.0
7454,0.95,0.76,4.0,220,3,0,False,support,medium,0,Satisfait,bon,warning,0.76,224.0
7456,0.79,0.9,5.0,146,3,1,False,support,high,0,Satisfait,bon,acceptable,0.9,151.0
7457,0.99,0.86,3.0,166,2,0,False,support,low,0,Satisfait,bon,acceptable,0.86,169.0
7458,0.56,0.79,4.0,197,2,0,False,support,medium,0,Moyen,bon,acceptable,0.79,201.0
7459,0.7,0.79,4.0,240,2,0,False,support,medium,0,Satisfait,bon,warning,0.79,244.0
7461,0.46,0.66,6.0,229,3,0,False,support,medium,0,Moyen,bon,warning,0.66,235.0
7463,0.32,0.41,3.0,138,3,1,False,technical,medium,0,Moyen,moyennement bon,acceptable,0.41,141.0
7464,0.5,0.78,4.0,208,3,1,False,technical,medium,0,Moyen,bon,warning,0.78,212.0
7465,0.58,0.72,3.0,113,3,1,False,management,medium,0,Moyen,bon,acceptable,0.72,116.0
7467,0.57,0.42,2.0,248,4,0,False,IT,medium,0,Moyen,moyennement bon,warning,0.42,250.0
7469,0.65,0.96,2.0,246,2,1,False,IT,low,0,Satisfait,bon,warning,0.96,248.0
7470,0.52,0.41,3.0,283,3,0,False,IT,low,0,Moyen,moyennement bon,warning,0.41,286.0
7474,0.83,0.92,4.0,187,6,1,False,product_mng,low,0,Satisfait,bon,acceptable,0.92,191.0
7475,0.66,0.63,3.0,166,3,0,False,IT,high,0,Satisfait,bon,acceptable,0.63,169.0
7476,0.75,0.57,3.0,158,2,1,False,RandD,low,0,Satisfait,moyennement bon,acceptable,0.57,161.0
7478,0.49,0.6,3.0,191,3,1,False,RandD,high,0,Moyen,bon,acceptable,0.6,194.0
7479,0.77,0.96,3.0,232,2,1,False,RandD,low,0,Satisfait,bon,warning,0.96,235.0
7480,0.65,0.97,3.0,198,3,0,False,RandD,low,0,Satisfait,bon,acceptable,0.97,201.0
7481,0.65,0.49,5.0,238,4,0,False,marketing,high,0,Satisfait,moyennement bon,warning,0.49,243.0
7483,0.61,0.72,4.0,134,2,0,False,accounting,medium,0,Satisfait,bon,acceptable,0.72,138.0
7484,0.98,0.89,3.0,150,3,0,False,support,high,0,Satisfait,bon,acceptable,0.89,153.0
7485,0.68,0.88,5.0,256,2,0,False,technical,medium,0,Satisfait,bon,warning,0.88,261.0
7486,0.58,0.5,3.0,208,3,0,False,management,medium,0,Moyen,moyennement bon,warning,0.5,211.0
7487,0.81,0.92,3.0,136,3,0,False,marketing,medium,0,Satisfait,bon,acceptable,0.92,139.0
7488,0.76,0.5,4.0,136,3,0,False,marketing,medium,0,Satisfait,moyennement bon,acceptable,0.5,140.0
7489,0.14,0.93,4.0,180,4,0,False,marketing,high,0,Pas satisfait,bon,acceptable,0.93,184.0
7490,0.49,0.91,3.0,227,3,0,False,sales,medium,0,Moyen,bon,warning,0.91,230.0
7492,0.91,0.6,4.0,133,4,1,False,sales,medium,0,Satisfait,bon,acceptable,0.6,137.0
7493,0.15,0.98,2.0,96,2,0,False,sales,high,0,Pas satisfait,bon,acceptable,0.98,98.0
7494,0.82,0.63,3.0,171,3,0,False,sales,medium,0,Satisfait,bon,acceptable,0.63,174.0
7495,0.67,0.87,3.0,177,4,0,False,sales,high,0,Satisfait,bon,acceptable,0.87,180.0
7496,0.5,0.96,4.0,274,3,0,False,sales,low,0,Moyen,bon,warning,0.96,278.0
7497,0.57,0.39,2.0,145,3,0,False,sales,medium,0,Moyen,mauvais,acceptable,0.39,147.0
7498,0.99,0.94,5.0,221,2,0,False,sales,medium,0,Satisfait,bon,warning,0.94,226.0
7500,0.93,0.58,5.0,238,2,0,False,sales,medium,0,Satisfait,moyennement bon,warning,0.58,243.0
7502,0.62,0.51,4.0,208,2,1,False,sales,low,0,Satisfait,moyennement bon,warning,0.51,212.0
7503,0.96,0.61,4.0,199,3,0,False,sales,low,0,Satisfait,bon,acceptable,0.61,203.0
7504,0.98,0.96,4.0,253,3,0,False,sales,low,0,Satisfait,bon,warning,0.96,257.0
7505,0.52,0.57,4.0,239,3,0,False,sales,low,0,Moyen,moyennement bon,warning,0.57,243.0
7506,0.56,0.77,5.0,279,4,0,False,sales,low,0,Moyen,bon,warning,0.77,284.0
7507,0.14,0.41,6.0,114,3,0,False,sales,low,0,Pas satisfait,moyennement bon,acceptable,0.41,120.0
7508,0.29,0.38,6.0,105,5,0,False,sales,low,0,Pas satisfait,mauvais,acceptable,0.38,111.0
7509,0.76,0.81,4.0,193,3,1,False,accounting,low,0,Satisfait,bon,acceptable,0.81,197.0
7512,0.84,0.93,3.0,242,4,0,False,hr,low,0,Satisfait,bon,warning,0.93,245.0
7515,0.87,0.75,3.0,222,3,0,False,hr,low,0,Satisfait,bon,warning,0.75,225.0
7516,0.94,0.77,5.0,233,4,0,False,technical,high,0,Satisfait,bon,warning,0.77,238.0
7517,0.69,0.97,4.0,264,3,0,False,technical,low,0,Satisfait,bon,warning,0.97,268.0
7518,0.44,0.53,3.0,132,3,1,False,technical,low,0,Moyen,moyennement bon,acceptable,0.53,135.0
7519,0.85,0.55,5.0,182,3,0,False,technical,low,0,Satisfait,moyennement bon,acceptable,0.55,187.0
7520,0.18,0.86,6.0,264,3,0,False,technical,high,0,Pas satisfait,bon,warning,0.86,270.0
7521,0.91,0.74,6.0,253,2,0,False,technical,low,0,Satisfait,bon,warning,0.74,259.0
7522,0.81,0.83,3.0,193,3,0,False,technical,medium,0,Satisfait,bon,acceptable,0.83,196.0
7524,0.48,0.79,3.0,180,2,0,False,technical,medium,0,Moyen,bon,acceptable,0.79,183.0
7531,0.55,0.76,4.0,257,3,0,False,support,medium,0,Moyen,bon,warning,0.76,261.0
7532,0.82,0.52,5.0,233,2,0,False,support,medium,0,Satisfait,moyennement bon,warning,0.52,238.0
7536,0.45,0.76,4.0,143,2,1,False,support,medium,0,Moyen,bon,acceptable,0.76,147.0
7539,0.69,0.64,3.0,286,3,0,False,technical,medium,0,Satisfait,bon,warning,0.64,289.0
7540,0.61,0.66,2.0,111,3,0,False,technical,medium,0,Satisfait,bon,acceptable,0.66,113.0
7544,0.81,0.66,3.0,160,2,0,False,IT,medium,0,Satisfait,bon,acceptable,0.66,163.0
7545,0.75,0.77,3.0,178,4,0,False,IT,high,0,Satisfait,bon,acceptable,0.77,181.0
7546,0.77,0.8,3.0,147,3,0,False,IT,low,0,Satisfait,bon,acceptable,0.8,150.0
7547,0.55,0.72,3.0,204,2,0,False,product_mng,low,0,Moyen,bon,warning,0.72,207.0
7548,0.7,0.73,5.0,151,2,0,False,product_mng,low,0,Satisfait,bon,acceptable,0.73,156.0
7550,0.18,0.73,6.0,225,4,0,False,product_mng,low,0,Pas satisfait,bon,warning,0.73,231.0
7551,0.22,0.62,6.0,142,3,0,False,IT,low,0,Pas satisfait,bon,acceptable,0.62,148.0
7553,0.37,0.71,2.0,139,4,0,False,RandD,high,0,Moyen,bon,acceptable,0.71,141.0
7554,0.84,0.45,3.0,263,2,0,False,RandD,low,0,Satisfait,moyennement bon,warning,0.45,266.0
7555,0.8,0.68,3.0,160,3,0,False,RandD,low,0,Satisfait,bon,acceptable,0.68,163.0
7556,0.57,0.55,2.0,173,2,0,False,RandD,low,0,Moyen,moyennement bon,acceptable,0.55,175.0
7558,0.95,0.62,3.0,161,3,0,False,sales,low,0,Satisfait,bon,acceptable,0.62,164.0
7559,0.8,0.65,4.0,172,3,1,False,accounting,low,0,Satisfait,bon,acceptable,0.65,176.0
7561,0.31,0.62,2.0,139,3,0,False,technical,medium,0,Moyen,bon,acceptable,0.62,141.0
7562,0.71,0.59,5.0,245,2,0,False,management,medium,0,Satisfait,moyennement bon,warning,0.59,250.0
7564,0.5,0.96,5.0,229,4,0,False,marketing,medium,0,Moyen,bon,warning,0.96,234.0
7566,0.95,0.77,3.0,184,4,0,False,sales,medium,0,Satisfait,bon,acceptable,0.77,187.0
7567,0.65,0.85,4.0,204,3,0,False,sales,medium,0,Satisfait,bon,warning,0.85,208.0
7569,0.72,0.85,4.0,142,3,0,False,sales,medium,0,Satisfait,bon,acceptable,0.85,146.0
7570,0.94,0.79,4.0,136,2,0,False,sales,medium,0,Satisfait,bon,acceptable,0.79,140.0
7571,0.79,0.94,4.0,216,4,0,False,sales,medium,0,Satisfait,bon,warning,0.94,220.0
7572,0.6,0.58,3.0,201,3,0,False,sales,medium,0,Moyen,moyennement bon,warning,0.58,204.0
7574,0.94,0.74,4.0,224,5,0,False,sales,low,0,Satisfait,bon,warning,0.74,228.0
7575,0.24,0.5,4.0,209,3,0,False,sales,medium,0,Pas satisfait,moyennement bon,warning,0.5,213.0
7576,0.17,0.71,5.0,257,4,1,False,sales,medium,0,Pas satisfait,bon,warning,0.71,262.0
7577,0.66,0.83,4.0,234,4,0,False,sales,medium,0,Satisfait,bon,warning,0.83,238.0
7578,0.65,0.56,3.0,221,2,0,False,sales,medium,0,Satisfait,moyennement bon,warning,0.56,224.0
7581,0.98,0.99,3.0,235,3,0,False,sales,low,0,Satisfait,bon,warning,0.99,238.0
7583,0.55,0.97,4.0,136,4,0,False,sales,low,0,Moyen,bon,acceptable,0.97,140.0
7584,0.99,0.71,4.0,155,3,0,False,sales,low,0,Satisfait,bon,acceptable,0.71,159.0
7591,0.68,0.64,2.0,167,2,0,False,hr,low,0,Satisfait,bon,acceptable,0.64,169.0
7592,0.69,0.63,3.0,137,3,0,False,technical,low,0,Satisfait,bon,acceptable,0.63,140.0
7593,0.71,0.65,4.0,239,3,0,False,technical,low,0,Satisfait,bon,warning,0.65,243.0
7594,0.64,0.56,3.0,239,3,0,False,technical,low,0,Satisfait,moyennement bon,warning,0.56,242.0
7595,0.62,0.58,3.0,148,2,1,False,technical,low,0,Satisfait,moyennement bon,acceptable,0.58,151.0
7597,0.84,0.54,4.0,179,2,0,False,technical,low,0,Satisfait,moyennement bon,acceptable,0.54,183.0
7599,0.72,0.73,5.0,184,4,1,False,technical,low,0,Satisfait,bon,acceptable,0.73,189.0
7601,0.73,0.99,4.0,152,4,0,False,technical,medium,0,Satisfait,bon,acceptable,0.99,156.0
7602,0.91,0.59,4.0,133,4,0,False,technical,medium,0,Satisfait,moyennement bon,acceptable,0.59,137.0
7605,0.73,0.52,2.0,113,5,1,False,support,medium,0,Satisfait,moyennement bon,acceptable,0.52,115.0
7607,0.57,0.98,3.0,188,5,0,False,support,medium,0,Moyen,bon,acceptable,0.98,191.0
7608,0.77,0.73,3.0,269,2,0,False,support,medium,0,Satisfait,bon,warning,0.73,272.0
7609,0.3,0.85,2.0,203,3,0,False,support,medium,0,Pas satisfait,bon,warning,0.85,205.0
7611,0.49,0.83,2.0,185,6,0,False,support,medium,0,Moyen,bon,acceptable,0.83,187.0
7612,0.77,0.43,4.0,265,6,0,False,support,high,0,Satisfait,moyennement bon,warning,0.43,269.0
7613,1.0,0.99,4.0,184,4,0,False,support,low,0,Satisfait,bon,acceptable,0.99,188.0
7615,0.87,0.75,3.0,258,3,0,False,technical,medium,0,Satisfait,bon,warning,0.75,261.0
7616,0.9,0.79,3.0,222,6,1,False,technical,medium,0,Satisfait,bon,warning,0.79,225.0
7617,0.71,0.8,5.0,248,4,0,False,management,medium,0,Satisfait,bon,warning,0.8,253.0
7618,0.59,0.56,5.0,162,4,0,False,IT,low,0,Moyen,moyennement bon,acceptable,0.56,167.0
7620,0.72,0.82,4.0,231,3,0,False,IT,low,0,Satisfait,bon,warning,0.82,235.0
7621,0.73,0.65,3.0,165,3,0,False,IT,low,0,Satisfait,bon,acceptable,0.65,168.0
7622,0.9,0.54,3.0,272,2,0,False,IT,low,0,Satisfait,moyennement bon,warning,0.54,275.0
7623,0.59,0.65,4.0,177,2,0,False,product_mng,low,0,Moyen,bon,acceptable,0.65,181.0
7625,0.85,0.49,4.0,159,3,0,False,product_mng,low,0,Satisfait,moyennement bon,acceptable,0.49,163.0
7626,0.35,0.4,3.0,130,3,0,False,product_mng,low,0,Moyen,moyennement bon,acceptable,0.4,133.0
7627,0.7,0.68,3.0,185,4,0,False,IT,low,0,Satisfait,bon,acceptable,0.68,188.0
7631,0.55,0.89,4.0,209,3,0,False,RandD,low,0,Moyen,bon,warning,0.89,213.0
7634,0.6,0.77,3.0,202,3,0,False,sales,low,0,Moyen,bon,warning,0.77,205.0
7635,0.75,0.9,4.0,185,3,0,False,accounting,low,0,Satisfait,bon,acceptable,0.9,189.0
7636,0.57,0.88,3.0,176,3,0,False,support,low,0,Moyen,bon,acceptable,0.88,179.0
7637,0.69,0.94,4.0,239,3,0,False,technical,low,0,Satisfait,bon,warning,0.94,243.0
7638,0.87,0.98,4.0,238,3,1,False,management,low,0,Satisfait,bon,warning,0.98,242.0
7639,0.69,0.36,5.0,269,6,1,False,marketing,medium,0,Satisfait,mauvais,warning,0.36,274.0
7640,0.58,0.92,3.0,232,5,0,False,marketing,medium,0,Moyen,bon,warning,0.92,235.0
7641,0.87,0.64,2.0,148,6,1,False,marketing,medium,0,Satisfait,bon,acceptable,0.64,150.0
7642,0.71,0.77,3.0,149,2,0,False,sales,medium,0,Satisfait,bon,acceptable,0.77,152.0
7643,0.74,0.78,4.0,203,2,0,False,sales,medium,0,Satisfait,bon,warning,0.78,207.0
7644,0.75,0.53,5.0,235,3,0,False,sales,medium,0,Satisfait,moyennement bon,warning,0.53,240.0
7645,0.5,0.54,2.0,269,2,1,False,sales,medium,0,Moyen,moyennement bon,warning,0.54,271.0
7650,0.94,0.85,4.0,180,4,0,False,sales,medium,0,Satisfait,bon,acceptable,0.85,184.0
7651,0.76,0.77,5.0,133,2,0,False,sales,high,0,Satisfait,bon,acceptable,0.77,138.0
7652,0.2,0.58,5.0,199,4,0,False,sales,low,0,Pas satisfait,moyennement bon,acceptable,0.58,204.0
7654,0.96,0.72,3.0,195,2,0,False,sales,medium,0,Satisfait,bon,acceptable,0.72,198.0
7655,0.81,0.5,5.0,205,3,0,False,sales,medium,0,Satisfait,moyennement bon,warning,0.5,210.0
7657,0.53,0.71,3.0,125,2,1,False,sales,low,0,Moyen,bon,acceptable,0.71,128.0
7658,0.75,0.76,3.0,171,4,0,False,sales,low,0,Satisfait,bon,acceptable,0.76,174.0
7659,0.55,0.91,4.0,199,3,0,False,sales,low,0,Moyen,bon,acceptable,0.91,203.0
7661,0.99,0.64,4.0,218,4,0,False,accounting,low,0,Satisfait,bon,warning,0.64,222.0
7662,0.96,0.86,4.0,268,3,0,False,accounting,low,0,Satisfait,bon,warning,0.86,272.0
7663,0.82,0.92,3.0,257,2,0,False,accounting,low,0,Satisfait,bon,warning,0.92,260.0
7667,0.88,0.59,3.0,224,2,0,False,hr,low,0,Satisfait,moyennement bon,warning,0.59,227.0
7669,0.6,0.68,4.0,271,4,0,False,technical,low,0,Moyen,bon,warning,0.68,275.0
7671,0.67,0.56,4.0,241,3,0,False,technical,low,0,Satisfait,moyennement bon,warning,0.56,245.0
7672,0.55,0.61,3.0,209,3,0,False,technical,low,0,Moyen,bon,warning,0.61,212.0
7673,0.73,0.62,5.0,186,4,0,False,technical,low,0,Satisfait,bon,acceptable,0.62,191.0
7675,0.4,0.65,6.0,172,2,1,False,technical,low,0,Moyen,bon,acceptable,0.65,178.0
7676,0.56,0.99,3.0,209,2,0,False,technical,low,0,Moyen,bon,warning,0.99,212.0
7677,0.87,0.57,4.0,175,2,1,False,technical,low,0,Satisfait,moyennement bon,acceptable,0.57,179.0
7678,0.5,0.53,5.0,239,3,0,False,technical,medium,0,Moyen,moyennement bon,warning,0.53,244.0
7679,0.98,0.79,4.0,231,4,0,False,support,medium,0,Satisfait,bon,warning,0.79,235.0
7681,0.72,0.89,4.0,217,3,0,False,support,medium,0,Satisfait,bon,warning,0.89,221.0
7683,0.89,0.56,3.0,224,2,0,False,support,medium,0,Satisfait,moyennement bon,warning,0.56,227.0
7685,0.32,0.55,4.0,167,5,0,False,support,medium,0,Moyen,moyennement bon,acceptable,0.55,171.0
7687,0.67,0.92,4.0,156,2,0,False,support,medium,0,Satisfait,bon,acceptable,0.92,160.0
7688,0.26,0.7,3.0,238,6,0,False,support,medium,0,Pas satisfait,bon,warning,0.7,241.0
7689,0.51,0.9,5.0,193,4,0,False,support,medium,0,Moyen,bon,acceptable,0.9,198.0
7691,0.77,0.71,5.0,233,2,0,False,technical,low,0,Satisfait,bon,warning,0.71,238.0
7692,0.67,0.52,2.0,152,5,0,False,technical,medium,0,Satisfait,moyennement bon,acceptable,0.52,154.0
7693,0.36,0.77,4.0,252,2,0,False,management,medium,0,Moyen,bon,warning,0.77,256.0
7695,0.72,0.76,3.0,261,4,0,False,IT,medium,0,Satisfait,bon,warning,0.76,264.0
7696,0.72,0.81,4.0,144,2,0,False,IT,low,0,Satisfait,bon,acceptable,0.81,148.0
7698,0.91,0.55,2.0,234,2,0,False,IT,low,0,Satisfait,moyennement bon,warning,0.55,236.0
7700,0.49,0.8,3.0,238,4,0,False,product_mng,low,0,Moyen,bon,warning,0.8,241.0
7701,0.59,0.97,5.0,242,3,0,False,product_mng,low,0,Moyen,bon,warning,0.97,247.0
7702,0.8,0.87,4.0,209,3,0,False,product_mng,low,0,Satisfait,bon,warning,0.87,213.0
7704,0.18,0.79,4.0,240,5,0,False,RandD,low,0,Pas satisfait,bon,warning,0.79,244.0
7705,0.94,0.58,5.0,215,2,0,False,RandD,low,0,Satisfait,moyennement bon,warning,0.58,220.0
7707,0.96,0.59,2.0,265,2,0,False,RandD,low,0,Satisfait,moyennement bon,warning,0.59,267.0
7708,0.55,0.97,4.0,162,3,0,False,RandD,low,0,Moyen,bon,acceptable,0.97,166.0
7710,0.75,0.88,3.0,224,2,0,False,sales,low,0,Satisfait,bon,warning,0.88,227.0
7711,0.66,0.78,4.0,256,3,0,False,accounting,low,0,Satisfait,bon,warning,0.78,260.0
7712,0.96,0.57,3.0,263,3,0,False,support,low,0,Satisfait,moyennement bon,warning,0.57,266.0
7714,0.64,0.78,4.0,159,4,0,False,management,medium,0,Satisfait,bon,acceptable,0.78,163.0
7715,0.85,0.8,4.0,219,2,0,False,marketing,medium,0,Satisfait,bon,warning,0.8,223.0
7716,0.3,0.53,3.0,210,6,0,False,marketing,medium,0,Pas satisfait,moyennement bon,warning,0.53,213.0
7718,0.14,0.8,5.0,226,3,0,False,sales,medium,0,Pas satisfait,bon,warning,0.8,231.0
7719,0.93,0.76,3.0,212,3,0,False,sales,medium,0,Satisfait,bon,warning,0.76,215.0
7720,0.75,0.48,3.0,250,5,0,False,sales,medium,0,Satisfait,moyennement bon,warning,0.48,253.0
7721,0.58,0.63,4.0,171,3,0,False,sales,medium,0,Moyen,bon,acceptable,0.63,175.0
7722,0.59,0.6,3.0,149,4,0,False,sales,medium,0,Moyen,bon,acceptable,0.6,152.0
7723,0.2,0.9,5.0,228,6,0,False,sales,medium,0,Pas satisfait,bon,warning,0.9,233.0
7724,1.0,0.84,3.0,215,2,0,False,sales,medium,0,Satisfait,bon,warning,0.84,218.0
7725,0.51,0.51,3.0,272,3,0,False,sales,medium,0,Moyen,moyennement bon,warning,0.51,275.0
7726,0.16,0.72,4.0,192,6,0,False,sales,high,0,Pas satisfait,bon,acceptable,0.72,196.0
7728,0.61,0.47,2.0,149,3,0,False,sales,medium,0,Satisfait,moyennement bon,acceptable,0.47,151.0
7731,0.13,0.72,4.0,247,3,0,False,sales,medium,0,Pas satisfait,bon,warning,0.72,251.0
7732,0.73,0.62,3.0,181,3,0,False,sales,low,0,Satisfait,bon,acceptable,0.62,184.0
7733,0.39,0.68,2.0,137,3,1,False,sales,low,0,Moyen,bon,acceptable,0.68,139.0
7734,0.92,0.8,3.0,211,4,0,False,sales,low,0,Satisfait,bon,warning,0.8,214.0
7736,0.94,0.51,4.0,229,2,1,False,sales,low,0,Satisfait,moyennement bon,warning,0.51,233.0
7738,0.26,0.69,4.0,180,3,1,False,accounting,low,0,Pas satisfait,bon,acceptable,0.69,184.0
7739,0.78,0.53,4.0,177,2,0,False,accounting,low,0,Satisfait,moyennement bon,acceptable,0.53,181.0
7740,0.61,0.95,4.0,191,2,0,False,hr,low,0,Satisfait,bon,acceptable,0.95,195.0
7741,0.5,0.53,3.0,191,2,1,False,hr,low,0,Moyen,moyennement bon,acceptable,0.53,194.0
7742,0.52,0.96,4.0,125,3,0,False,hr,low,0,Moyen,bon,acceptable,0.96,129.0
7744,0.85,0.52,4.0,174,2,0,False,technical,low,0,Satisfait,moyennement bon,acceptable,0.52,178.0
7745,0.62,0.86,4.0,135,3,0,False,technical,low,0,Satisfait,bon,acceptable,0.86,139.0
7746,0.38,0.67,2.0,117,3,0,False,technical,low,0,Moyen,bon,acceptable,0.67,119.0
7748,0.83,0.84,4.0,146,3,0,False,technical,low,0,Satisfait,bon,acceptable,0.84,150.0
7749,0.62,0.65,3.0,249,3,0,False,technical,low,0,Satisfait,bon,warning,0.65,252.0
7750,0.6,0.54,3.0,136,3,1,False,technical,low,0,Moyen,moyennement bon,acceptable,0.54,139.0
7751,0.62,0.5,4.0,198,3,1,False,technical,low,0,Satisfait,moyennement bon,acceptable,0.5,202.0
7752,0.23,0.88,5.0,201,3,0,False,technical,low,0,Pas satisfait,bon,warning,0.88,206.0
7753,0.13,0.74,6.0,132,4,1,False,technical,medium,0,Pas satisfait,bon,acceptable,0.74,138.0
7754,0.96,0.63,4.0,142,4,0,False,technical,medium,0,Satisfait,bon,acceptable,0.63,146.0
7755,0.5,0.74,5.0,256,3,1,False,support,medium,0,Moyen,bon,warning,0.74,261.0
7756,0.66,0.72,3.0,135,2,0,False,support,medium,0,Satisfait,bon,acceptable,0.72,138.0
7759,0.5,0.95,4.0,222,3,1,False,support,medium,0,Moyen,bon,warning,0.95,226.0
7760,0.75,0.82,3.0,227,2,0,False,support,medium,0,Satisfait,bon,warning,0.82,230.0
7761,0.88,0.5,4.0,162,2,0,False,support,medium,0,Satisfait,moyennement bon,acceptable,0.5,166.0
7762,0.49,0.79,5.0,206,2,0,False,support,medium,0,Moyen,bon,warning,0.79,211.0
7763,0.82,0.87,5.0,273,6,0,False,support,medium,0,Satisfait,bon,warning,0.87,278.0
7765,0.4,0.85,5.0,99,2,1,False,support,high,0,Moyen,bon,acceptable,0.85,104.0
7767,0.8,0.99,5.0,187,3,1,False,technical,medium,0,Satisfait,bon,acceptable,0.99,192.0
7769,0.54,0.45,4.0,137,3,1,False,management,medium,0,Moyen,moyennement bon,acceptable,0.45,141.0
